url,source,timestamp
https://feiraolimpabrasil-afk.github.io/comecar/inicio/,OpenPhish,2025_11_25_175944
http://platform-usage-policies-and-accountability.pages.dev/,OpenPhish,2025_11_25_175944
http://platform-terms-and-accountability.pages.dev/,OpenPhish,2025_11_25_175944
http://live-mingiftin11.vercel.app/,OpenPhish,2025_11_25_175944
http://ondoislucky.com/wp-includes/cgi-ent/newwwaluzzyyyy.html,OpenPhish,2025_11_25_175944
http://siteebr.github.io/emprestimoaprovado/,OpenPhish,2025_11_25_175944
http://pub-8c1be1f2764c443096fe5ba20d7802b5.r2.dev/index.html,OpenPhish,2025_11_25_175944
http://pub-22cd87913c484496a71b7d21d6243800.r2.dev/index.html,OpenPhish,2025_11_25_175944
http://www.5mp.eu/fajlok2/tiaew/owa_www.5mp.eu_.html,OpenPhish,2025_11_25_175944
https://zecpu.cc/bezins/,OpenPhish,2025_11_25_175944
https://b45030.com/egame/174,OpenPhish,2025_11_25_175944
https://sakerhridoy.github.io/Facebook-log-in-page-Clone/,OpenPhish,2025_11_25_175944
https://business-for-results.pages.dev/,OpenPhish,2025_11_25_175944
https://bafkreiehjatmkhv5y2zkeaj2idmdb5w5mhl6mljeo34tmuhgam2vjzh6ya.ipfs.dweb.link/,OpenPhish,2025_11_25_175944
https://varun7142.github.io/my-ecommerce-project/,OpenPhish,2025_11_25_175944
https://guest-request546364543.com/,OpenPhish,2025_11_25_175944
https://muglagurme.com/vv/Sites/index.html,OpenPhish,2025_11_25_175944
https://shubhamprasad301.github.io/Netflix-Clone,OpenPhish,2025_11_25_175944
https://jaskkaransingh.github.io/facebooklanding/,OpenPhish,2025_11_25_175944
https://navision.kuarasoftware.com/,OpenPhish,2025_11_25_175944
https://data-center-trademark-control.pages.dev/welcome/,OpenPhish,2025_11_25_175944
https://kuckoin-logi_usa.godaddysites.com/,OpenPhish,2025_11_25_175944
https://coinbasepro-login-io.gitbook.io/coinbase/,OpenPhish,2025_11_25_175944
http://coinbasepro-login-io.gitbook.io/,OpenPhish,2025_11_25_175944
https://cuentarafa9-whatsapp-04c1e7689c18.herokuapp.com/,OpenPhish,2025_11_25_175944
https://grayview.mypi.co/odle/renew,OpenPhish,2025_11_25_175944
http://business-for-advertisers-impersonation-compliance.pages.dev/,OpenPhish,2025_11_25_175944
http://acc-health-adsing-hmewc-jn6o-cjpzt.pages.dev/,OpenPhish,2025_11_25_175944
http://meta-keeper-7zr.pages.dev/,OpenPhish,2025_11_25_175944
http://meta-lucid.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-bubble.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-theoryx.pages.dev/,OpenPhish,2025_11_25_175944
http://meta-interface-9dd.pages.dev/,OpenPhish,2025_11_25_175944
http://call-whatsapp.com/,OpenPhish,2025_11_25_175944
http://www.bouyguestelecom-pro.fr/offre-samsung-galaxy-s25-ultra-ee/,OpenPhish,2025_11_25_175944
http://business-for-advertisers-violence-bullying.pages.dev/,OpenPhish,2025_11_25_175944
https://taju38915.github.io/cake2/,OpenPhish,2025_11_25_175944
http://meta-market.pages.dev/,OpenPhish,2025_11_25_175944
http://kracen_logn_u.godaddysites.com/,OpenPhish,2025_11_25_175944
http://meta-support-reference.pages.dev/,OpenPhish,2025_11_25_175944
http://acc-compliance-check-section.pages.dev/,OpenPhish,2025_11_25_175944
http://kelra-bryno-tavi.pages.dev/,OpenPhish,2025_11_25_175944
http://zoryn-palix-kelvo.pages.dev/,OpenPhish,2025_11_25_175944
http://platform-rules-and-accountability.pages.dev/,OpenPhish,2025_11_25_175944
http://lira-sunek-mavo.pages.dev/,OpenPhish,2025_11_25_175944
http://foxxter.shop/,OpenPhish,2025_11_25_175944
http://insttargram.blogspot.com/,OpenPhish,2025_11_25_175944
http://platform-policies-and-responsibility.pages.dev/,OpenPhish,2025_11_25_175944
http://data-center-restriction-disablement.pages.dev/,OpenPhish,2025_11_25_175944
https://vansh-coding.github.io/Netflix-Clone/,OpenPhish,2025_11_25_175944
https://suhana1849.github.io/Netflix_Interface_Clone/,OpenPhish,2025_11_25_175944
https://rbfcu-star.azurewebsites.net/(S(o2yxaieckobddlluefnfwhsn))/Main/Login,OpenPhish,2025_11_25_175944
https://rbfcu-star.azurewebsites.net/(S(zucj04ct5zzlsvizcapjk25x))/Main/Login,OpenPhish,2025_11_25_175944
https://iman110.com/,OpenPhish,2025_11_25_175944
https://rbfcu-star.azurewebsites.net/(S(efyv3vy2e2iy5d4wwon2q0ha))/Main/Login,OpenPhish,2025_11_25_175944
https://rbfcu-star.azurewebsites.net/(S(mhckvbwh4ngd5dfzgchowmhv))/Main/Login,OpenPhish,2025_11_25_175944
https://rbfcu-star.azurewebsites.net/(S(haffc5y04yyroivqw0bveprh))/Main/Login,OpenPhish,2025_11_25_175944
https://www.robiox.com.am/users/6559293532/profile,OpenPhish,2025_11_25_175944
https://surl.li/kibzgt,OpenPhish,2025_11_25_175944
https://forte7.com.br/bol/?email=,OpenPhish,2025_11_25_175944
https://meta-group-doa.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-mergeon.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-impact.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-mirage.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-lore.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-influx.pages.dev/,OpenPhish,2025_11_25_175944
https://satyamgupta121.github.io/satyamgupta/,OpenPhish,2025_11_25_175944
http://rumesa-785.github.io/Amazon-CLone-Webpage,OpenPhish,2025_11_25_175944
https://www.itau-landing.vercel.app/,OpenPhish,2025_11_25_175944
https://verinex-vision.pages.dev/meta_for_business,OpenPhish,2025_11_25_175944
http://www.oligoswap.com/,OpenPhish,2025_11_25_175944
http://patriotsnodes.com/wallets,OpenPhish,2025_11_25_175944
http://rawsonalom.github.io/Facebook-Login-Page/,OpenPhish,2025_11_25_175944
https://flexprox.cc/go/63b433/y284w2,OpenPhish,2025_11_25_175944
https://chsuissrv11.cloudaccess.host/cssOE/cssGORR/login.html,OpenPhish,2025_11_25_175944
https://pos.miebp.com/app/Sorts/QSQ/mycss/,OpenPhish,2025_11_25_175944
https://cagateckinsaat.com/,OpenPhish,2025_11_25_175944
https://ch-status-envois.com/pages/ban.php,OpenPhish,2025_11_25_175944
https://ch-status-envois.com/,OpenPhish,2025_11_25_175944
https://arakbr3.etbaba.com/nemo2/BMO/indexx.php?0hrcode-myonportal=3D6,OpenPhish,2025_11_25_175944
https://roblox.com.ge/communities/8968530915/Preppy,OpenPhish,2025_11_25_175944
https://meta-lightcore.pages.dev/,OpenPhish,2025_11_25_175944
https://ipfs.io/ipfs/bafkreicjxsrk7yshc4hhyivw4lngwcyrqrr5pus4fhodd4zvqd3uxi7owi?eta=3mail@a.b.c0,OpenPhish,2025_11_25_175944
https://meta-naviga.pages.dev/,OpenPhish,2025_11_25_175944
https://business-for-industry.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-frame-d6e.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-debug-att.pages.dev/,OpenPhish,2025_11_25_175944
https://verinex-works.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-deployment.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-junction.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-mapx-8t6.pages.dev/,OpenPhish,2025_11_25_175944
https://meta-mesh-37n.pages.dev/,OpenPhish,2025_11_25_175944
https://swap-pancake.finance/,OpenPhish,2025_11_25_175944
https://sorption-technologies.murmurs.com.de/lIasB/,OpenPhish,2025_11_25_175944
https://accountsupportspace.xyz/myaccount/access,OpenPhish,2025_11_25_175944
https://jitawin.ai.in/app.css-service.chauthoppl.css.ch/mycss/,OpenPhish,2025_11_25_175944
https://nina-dobrev-photos.sosugary.com/life/,OpenPhish,2025_11_25_175944
https://pancake-swap-finance.com/,OpenPhish,2025_11_25_175944
https://click2prize.com/amazongift/2/cz.html?lptoken=17af64ae057c32a73044&cep=N4Igdgpg7g+gFgSwC4wQExALhAdggYwBYiAmNAWgE4A2HAM3MICMBWa8gQ2oGYnymmdfAAY6hFsOocMAGhAA3BAGdkqDNkqE6aNB24ty+StwCMjSiRzkAHC2sUWLOpTomI1pve4g5ilSiQEAFsIJSQOIIAHLBASYRIDEzMEgBVJTBMcDOEAOmtLAC0fBWVkAHsAJzUYiBNufDo6Eg5yE0IXRhZ8A0omagMOQmFRYWkaa3xi/AjIjgQAczBq7GprSmEWHBIiJm40bWGTSxFNQmKwMrQIZZBhGGFzy+ukAE9IiBiAGQ4wNAQweaPK4wfBwOZgLAAbVu9xAAF05JEKqEIAAbAhICBoGAXK5YUCvd5fH5/AHFcIVeYQFDoGKrPSSCBsFhMLRMQ5xawQHCEHBA6607B3B5ySAADyQ+JAhI+2AA8o0IBVyRxKdSbqs0CQTL0WBBmvshsIjmQOIIReAnjdhfcYLaTPbzhAJVgwABXVGogC+XrkoPBMEiZX8CDKEMwoHwboqyLASAAck8AJK/Z1YYRyJgVH6glN/fChKFw30gZQwZF/ZH4SWYJAVN0QOQARyU0QjIGk8hBMzmixuwGk3aiai9xU7MDKiqqgpAA7Q8gVdCVSbQo7kHEaCFRCA4mP7AAF/nQyjklG6mCCwWBIKj92uO78KmV0P2rvIV/eSU+Xy+gmgWDEwBviuACy/73vg274AA1geR4npBCAwegd5TMiu4IPIArqLO+DoYEWEfmhEAYVhOIRLKuH4ZhEDxhR97zHMOHAIx6AMUxMB/gB2AsUxYEsPe6B0BwgFCRwgkhAgomSRJEAIJx/7SXJ/H3kEHCTDxan4Kp6kKdxs5aSpxRlExgEmWxxkcVxZl8eBxlTuRISAYeYDHjk0xRL2YA5JOS5VGAFGoXISgaSAACCIFhQUcrxjASZygAyjAKRpPEMAmMUboiTxWX3m6bozsALluR5swLN5AUhKhJZlpAUBYMJqJKBAXpAA,OpenPhish,2025_11_25_175944
https://oly.ishraak.com/block/afferently/wheeler/,OpenPhish,2025_11_25_175944
https://site-1kiwluoq0.godaddysites.com/,OpenPhish,2025_11_25_175944
https://particular-thanks-534378.framer.app/,OpenPhish,2025_11_25_175944
https://fashioncarsds.2ix.ch/njt-fs-filemanagernjt-fs-filemanagernjt-fs-filemanager/app/login.php,OpenPhish,2025_11_25_175944
https://center-exodus-backup.vercel.app/,OpenPhish,2025_11_25_175944
http://rbfcu-star.azurewebsites.net/(S(b2p3v1ddlnogqzdtpo4f0pmo))/Main/Login,OpenPhish,2025_11_25_175944
http://rbfcu-star.azurewebsites.net/(S(5120jku0ebygkpkgczffoyuh))/Main/Login,OpenPhish,2025_11_25_175944
http://mohini-kumar2005.github.io/Netflix-clone,OpenPhish,2025_11_25_175944
http://rbfcu-star.azurewebsites.net/(S(wfphd5wtumlqj2g13i52st4l))/Main/Login,OpenPhish,2025_11_25_175944
