url,date_added,is_phishing,source,domain
http://case-id-1000228269218.counselschambers.co.uk/,2025-04-02,1,manual_import,counselschambers.co.uk
http://case-id-1000228246203.counselschambers.co.uk/,2025-04-02,1,manual_import,counselschambers.co.uk
https://metalvalor.mkw.eu/wp-includes/wtrf.html?email=3mail@b.c,2025-04-02,1,manual_import,mkw.eu
http://case-id-1000228259050.counselschambers.co.uk/,2025-04-02,1,manual_import,counselschambers.co.uk
http://hiee-auth-ndaxx.webflow.io/,2025-04-02,1,manual_import,webflow.io
http://fosabramzx.pqnsatfas.net/,2025-04-02,1,manual_import,pqnsatfas.net
https://heresiography.cfd/,2025-04-02,1,manual_import,heresiography.cfd
http://scan-index-retrieve.vercel.app/,2025-04-02,1,manual_import,vercel.app
http://nayatel-2h7.pages.dev/,2025-04-02,1,manual_import,pages.dev
http://tk.hfdaks.icu/,2025-04-02,1,manual_import,hfdaks.icu
http://gmresniollogi.webflow.io/,2025-04-02,1,manual_import,webflow.io
https://ggssgzgvxdvdb.blogspot.com.by/,2025-04-02,1,manual_import,blogspot.com.by
https://ggssgzgvxdvdb.blogspot.rs/,2025-04-02,1,manual_import,blogspot.rs
https://ggssgzgvxdvdb.blogspot.cl/,2025-04-02,1,manual_import,blogspot.cl
https://ggssgzgvxdvdb.blogspot.com.ng/,2025-04-02,1,manual_import,blogspot.com.ng
https://ggssgzgvxdvdb.blogspot.co.za/,2025-04-02,1,manual_import,blogspot.co.za
https://ggssgzgvxdvdb.blogspot.bg/,2025-04-02,1,manual_import,blogspot.bg
https://zaxarialui.pqnsatfas.net/,2025-04-02,1,manual_import,pqnsatfas.net
https://pub-819fd5892eb14b02b85366b72fac3fca.r2.dev/index.html?98d7f10ccde043d578d1b2e9950c4d,2025-04-02,1,manual_import,r2.dev
https://steamcommunitw.com/tradeoffer/new/?partner=11764871455token=BGdVHrI5,2025-04-02,1,manual_import,steamcommunitw.com
https://pub-a7ec1232f770448eb1f76f2a64cdd6ca.r2.dev/index.html?5c5749b98031055a14ebb00f1d5e34,2025-04-02,1,manual_import,r2.dev
http://f7a69e99c7e2ee9df6c5c24b3fff35e.pages.dev/,2025-04-02,1,manual_import,pages.dev
https://sneamcommnumnlty.com/ju-48298490920920924,2025-04-02,1,manual_import,sneamcommnumnlty.com
http://sites.google.com/view/ambaxzlhgmn/home/,2025-04-02,1,manual_import,google.com
http://larder-lege.vercel.app/,2025-04-02,1,manual_import,vercel.app
https://artygh.weebly.com/,2025-04-02,1,manual_import,weebly.com
http://www.located-phone.info/Iuq72/,2025-04-02,1,manual_import,located-phone.info
http://www.meccajid.com/,2025-04-02,1,manual_import,meccajid.com
http://btonline015.weebly.com/,2025-04-02,1,manual_import,weebly.com
https://kucoinkr.com/home,2025-04-02,1,manual_import,kucoinkr.com
https://www.oziq.com/wp-admin/sc/tmp/vmo.html,2025-04-02,1,manual_import,oziq.com
https://sneamcommnumnlty.com/sq-439890244982044324,2025-04-02,1,manual_import,sneamcommnumnlty.com
http://oelsmekdfudjawnsd.weebly.com/,2025-04-02,1,manual_import,weebly.com
https://reviewviolationcleverclicks.vercel.app/get_help,2025-04-02,1,manual_import,vercel.app
