url,date_added,is_phishing,source,domain
http://case-id-1000228269218.counselschambers.co.uk/,2025-04-02,1,manual_import,case-id-1000228269218.counselschambers.co.uk
http://case-id-1000228246203.counselschambers.co.uk/,2025-04-02,1,manual_import,case-id-1000228246203.counselschambers.co.uk
https://metalvalor.mkw.eu/wp-includes/wtrf.html?email=3mail@b.c,2025-04-02,1,manual_import,metalvalor.mkw.eu
http://case-id-1000228259050.counselschambers.co.uk/,2025-04-02,1,manual_import,case-id-1000228259050.counselschambers.co.uk
http://hiee-auth-ndaxx.webflow.io/,2025-04-02,1,manual_import,hiee-auth-ndaxx.webflow.io
http://fosabramzx.pqnsatfas.net/,2025-04-02,1,manual_import,fosabramzx.pqnsatfas.net
https://heresiography.cfd/,2025-04-02,1,manual_import,heresiography.cfd
http://scan-index-retrieve.vercel.app/,2025-04-02,1,manual_import,scan-index-retrieve.vercel.app
http://nayatel-2h7.pages.dev/,2025-04-02,1,manual_import,nayatel-2h7.pages.dev
http://tk.hfdaks.icu/,2025-04-02,1,manual_import,tk.hfdaks.icu
http://gmresniollogi.webflow.io/,2025-04-02,1,manual_import,gmresniollogi.webflow.io
https://ggssgzgvxdvdb.blogspot.com.by/,2025-04-02,1,manual_import,ggssgzgvxdvdb.blogspot.com.by
https://ggssgzgvxdvdb.blogspot.rs/,2025-04-02,1,manual_import,ggssgzgvxdvdb.blogspot.rs
https://ggssgzgvxdvdb.blogspot.cl/,2025-04-02,1,manual_import,ggssgzgvxdvdb.blogspot.cl
https://ggssgzgvxdvdb.blogspot.com.ng/,2025-04-02,1,manual_import,ggssgzgvxdvdb.blogspot.com.ng
https://ggssgzgvxdvdb.blogspot.co.za/,2025-04-02,1,manual_import,ggssgzgvxdvdb.blogspot.co.za
https://ggssgzgvxdvdb.blogspot.bg/,2025-04-02,1,manual_import,ggssgzgvxdvdb.blogspot.bg
https://zaxarialui.pqnsatfas.net/,2025-04-02,1,manual_import,zaxarialui.pqnsatfas.net
https://pub-819fd5892eb14b02b85366b72fac3fca.r2.dev/index.html?98d7f10ccde043d578d1b2e9950c4d,2025-04-02,1,manual_import,pub-819fd5892eb14b02b85366b72fac3fca.r2.dev
https://steamcommunitw.com/tradeoffer/new/?partner=11764871455token=BGdVHrI5,2025-04-02,1,manual_import,steamcommunitw.com
https://pub-a7ec1232f770448eb1f76f2a64cdd6ca.r2.dev/index.html?5c5749b98031055a14ebb00f1d5e34,2025-04-02,1,manual_import,pub-a7ec1232f770448eb1f76f2a64cdd6ca.r2.dev
http://f7a69e99c7e2ee9df6c5c24b3fff35e.pages.dev/,2025-04-02,1,manual_import,f7a69e99c7e2ee9df6c5c24b3fff35e.pages.dev
https://sneamcommnumnlty.com/ju-48298490920920924,2025-04-02,1,manual_import,sneamcommnumnlty.com
http://sites.google.com/view/ambaxzlhgmn/home/,2025-04-02,1,manual_import,sites.google.com
http://larder-lege.vercel.app/,2025-04-02,1,manual_import,larder-lege.vercel.app
https://artygh.weebly.com/,2025-04-02,1,manual_import,artygh.weebly.com
http://www.located-phone.info/Iuq72/,2025-04-02,1,manual_import,www.located-phone.info
http://www.meccajid.com/,2025-04-02,1,manual_import,www.meccajid.com
http://btonline015.weebly.com/,2025-04-02,1,manual_import,btonline015.weebly.com
https://kucoinkr.com/home,2025-04-02,1,manual_import,kucoinkr.com
https://www.oziq.com/wp-admin/sc/tmp/vmo.html,2025-04-02,1,manual_import,www.oziq.com
https://sneamcommnumnlty.com/sq-439890244982044324,2025-04-02,1,manual_import,sneamcommnumnlty.com
http://oelsmekdfudjawnsd.weebly.com/,2025-04-02,1,manual_import,oelsmekdfudjawnsd.weebly.com
https://reviewviolationcleverclicks.vercel.app/get_help,2025-04-02,1,manual_import,reviewviolationcleverclicks.vercel.app
https://sneamcommnumnlty.com/qx-4004390209092430924,2025-04-02,1,manual_import,sneamcommnumnlty.com
http://551008i.cc/,2025-04-02,1,manual_import,551008i.cc
https://www.bitvavo.com.nl.services.sdsvilanova.com.br/,2025-04-02,1,manual_import,www.bitvavo.com.nl.services.sdsvilanova.com.br
https://cactus-invented-dew.glitch.me/public/hunf.html,2025-04-02,1,manual_import,cactus-invented-dew.glitch.me
https://western-fabulous-expansion.glitch.me/public/red.htm,2025-04-02,1,manual_import,western-fabulous-expansion.glitch.me
http://portal-sso-ndaxio--net.webflow.io/,2025-04-02,1,manual_import,portal-sso-ndaxio--net.webflow.io
https://kav1r1thanya.github.io/Netflix_host_project/,2025-04-02,1,manual_import,kav1r1thanya.github.io
https://emailhomeatt-0650001.weeblysite.com/,2025-04-02,1,manual_import,emailhomeatt-0650001.weeblysite.com
http://case-id-1000228259339.counselschambers.co.uk/,2025-04-02,1,manual_import,case-id-1000228259339.counselschambers.co.uk
https://attmail-new-q138fd5wqasvvb427d5wqab427b55545.weeblysite.com/,2025-04-02,1,manual_import,attmail-new-q138fd5wqasvvb427d5wqab427b55545.weeblysite.com
http://methimassk_lugyiz.godaddysites.com/,2025-04-02,1,manual_import,methimassk_lugyiz.godaddysites.com
https://attcurently03-25-2025.weeblysite.com/,2025-04-02,1,manual_import,attcurently03-25-2025.weeblysite.com
https://contentenforcementtoolbrandfocusmedia.vercel.app/get_help,2025-04-02,1,manual_import,contentenforcementtoolbrandfocusmedia.vercel.app
https://attcurently3-24-25.weeblysite.com/,2025-04-02,1,manual_import,attcurently3-24-25.weeblysite.com
https://pub-0d8893e150754524952e4f5b35fe1721.r2.dev/index.html?49511beb8ffa06b1746a9d1be77ce4,2025-04-02,1,manual_import,pub-0d8893e150754524952e4f5b35fe1721.r2.dev
https://privacytoolbrandengage.vercel.app/get_help,2025-04-02,1,manual_import,privacytoolbrandengage.vercel.app
https://att-new-q138fd5wqab427d5wqab427b55545.weeblysite.com/,2025-04-02,1,manual_import,att-new-q138fd5wqab427d5wqab427b55545.weeblysite.com
https://copyrighttoolcontentgurus.vercel.app/get_help,2025-04-02,1,manual_import,copyrighttoolcontentgurus.vercel.app
http://jwgie.qqmasonry.com/,2025-04-02,1,manual_import,jwgie.qqmasonry.com
https://chongzhiruanjian.net/,2025-04-02,1,manual_import,chongzhiruanjian.net
https://ghcamelxiv.pqnsatfas.net/,2025-04-02,1,manual_import,ghcamelxiv.pqnsatfas.net
https://binance.desk-sow.com/,2025-04-02,1,manual_import,binance.desk-sow.com
https://maccountmamangerfb-mkt.ubpages.com/support-verify-il/,2025-04-02,1,manual_import,maccountmamangerfb-mkt.ubpages.com
https://bhbjjjnjjnjj.weeblysite.com/,2025-04-02,1,manual_import,bhbjjjnjjnjj.weeblysite.com
https://currently-att-3-23-2025.weeblysite.com/,2025-04-02,1,manual_import,currently-att-3-23-2025.weeblysite.com
http://kucoin.igyxfdgf.top/,2025-04-02,1,manual_import,kucoin.igyxfdgf.top
https://feuttacabride-9551.vercel.app/ruu.html/hwkls.html,2025-04-02,1,manual_import,feuttacabride-9551.vercel.app
https://zeimmuffegrezei-8087.vercel.app/ratixx.html/,2025-04-02,1,manual_import,zeimmuffegrezei-8087.vercel.app
https://falseclaimsocialforge.vercel.app/get_help,2025-04-02,1,manual_import,falseclaimsocialforge.vercel.app
http://testbest.x10.mx/,2025-04-02,1,manual_import,testbest.x10.mx
https://pub-9e5b0201574f412fbdd16095ebb8a132.r2.dev/index.html?630ac46fb74b29813a49e984b6604b,2025-04-02,1,manual_import,pub-9e5b0201574f412fbdd16095ebb8a132.r2.dev
https://instagram-support-chat.github.io/landing,2025-04-02,1,manual_import,instagram-support-chat.github.io
https://nyxuchdrx.pqnsatfas.net/,2025-04-02,1,manual_import,nyxuchdrx.pqnsatfas.net
https://andreliberatto.github.io/portfolio/Netflix/index.html,2025-04-02,1,manual_import,andreliberatto.github.io
http://case-id-1000228260776.counselschambers.co.uk/,2025-04-02,1,manual_import,case-id-1000228260776.counselschambers.co.uk
https://1211-ahx6.vercel.app/verset.html,2025-04-02,1,manual_import,1211-ahx6.vercel.app
https://infringementimpactjourney.vercel.app/get_help,2025-04-02,1,manual_import,infringementimpactjourney.vercel.app
https://usercomplaintbrandpriority.vercel.app/get_help,2025-04-02,1,manual_import,usercomplaintbrandpriority.vercel.app
https://safetyalertviralinsight.vercel.app/get_help/,2025-04-02,1,manual_import,safetyalertviralinsight.vercel.app
https://allegro.pl-6723.cfd/prywatna%25/85767,2025-04-02,1,manual_import,allegro.pl-6723.cfd
https://1h9-iuoyqerrniuloueisvuiton.vercel.app/100081295808699.html/,2025-04-02,1,manual_import,1h9-iuoyqerrniuloueisvuiton.vercel.app
https://fb-case-8895012.web.app/human.html?teksti=-%20Posting%20content%20about%20a%20violent%20tragedy,2025-04-02,1,manual_import,fb-case-8895012.web.app
https://diocamqrrgngdsygaqyiguyeageeaaygweysqmygaq8yiguydqgfea.vercel.app/gmdp.html/,2025-04-02,1,manual_import,diocamqrrgngdsygaqyiguyeageeaaygweysqmygaq8yiguydqgfea.vercel.app
https://cilleitabrouffa-6298.vercel.app/ihe.etyzw/,2025-04-02,1,manual_import,cilleitabrouffa-6298.vercel.app
https://tebeuhameha-4799.vercel.app/hui.rwygx/,2025-04-02,1,manual_import,tebeuhameha-4799.vercel.app
https://complianceviolationcontentblast.vercel.app/get_help,2025-04-02,1,manual_import,complianceviolationcontentblast.vercel.app
https://termssocialflair.vercel.app/get_help/,2025-04-02,1,manual_import,termssocialflair.vercel.app
https://safeguardrightsgrowthinsight.vercel.app/get_help,2025-04-02,1,manual_import,safeguardrightsgrowthinsight.vercel.app
https://stopcopyrightseoauthority.vercel.app/get_help,2025-04-02,1,manual_import,stopcopyrightseoauthority.vercel.app
https://userrightsprotectiondigitalpros-three.vercel.app/get_help,2025-04-02,1,manual_import,userrightsprotectiondigitalpros-three.vercel.app
https://termstoolbrandfocusmedia.vercel.app/get_help,2025-04-02,1,manual_import,termstoolbrandfocusmedia.vercel.app
https://appealactioncontentpros.vercel.app/get_help,2025-04-02,1,manual_import,appealactioncontentpros.vercel.app
https://infringertrackermarketbeat-pi.vercel.app/get_help,2025-04-02,1,manual_import,infringertrackermarketbeat-pi.vercel.app
https://safeguardleadgenius.vercel.app/get_help,2025-04-02,1,manual_import,safeguardleadgenius.vercel.app
https://michaelkasi.github.io/Netflix/,2025-04-02,1,manual_import,michaelkasi.github.io
https://contentviolationadinspire.vercel.app/get_help,2025-04-02,1,manual_import,contentviolationadinspire.vercel.app
https://auth-io-trazr-io-x---cdn.webflow.io/,2025-04-02,1,manual_import,auth-io-trazr-io-x---cdn.webflow.io
https://takedownactionleadsengine.vercel.app/get_help,2025-04-02,1,manual_import,takedownactionleadsengine.vercel.app
https://contentenforcementtoolbuzzfactor.vercel.app/get_help,2025-04-02,1,manual_import,contentenforcementtoolbuzzfactor.vercel.app
https://safetystandardsmarketstorm.vercel.app/get_help,2025-04-02,1,manual_import,safetystandardsmarketstorm.vercel.app
https://ylsqwf.pqnsatfas.net/,2025-04-02,1,manual_import,ylsqwf.pqnsatfas.net
https://policyalertengageexperts.vercel.app/get_help,2025-04-02,1,manual_import,policyalertengageexperts.vercel.app
http://cmelrakki.github.io/test,2025-04-02,1,manual_import,cmelrakki.github.io
https://legaladzone.vercel.app/get_help,2025-04-02,1,manual_import,legaladzone.vercel.app
https://pub-9c8302b3f373423199d2169606d7d6f3.r2.dev/index.html?f23aa764a8bab61b6857885d17b1f3#3mail%40b.c,2025-04-02,1,manual_import,pub-9c8302b3f373423199d2169606d7d6f3.r2.dev
http://baglionihotels.comloginmlcrosoftonline365.verifyex.com/cache/css?email=3mail@b.c,2025-04-02,1,manual_import,baglionihotels.comloginmlcrosoftonline365.verifyex.com
https://1211-ahx6.vercel.app/intest.html,2025-04-02,1,manual_import,1211-ahx6.vercel.app
https://sso-treezor-io-logn-cdn-autth.webflow.io/,2025-04-02,1,manual_import,sso-treezor-io-logn-cdn-autth.webflow.io
https://archmetrics.org/zzzx./dayo/3348191/YWFyb25AZXR0b3dlci5jb20=&$%25%25,2025-04-02,1,manual_import,archmetrics.org
http://vjhseaixlw.pqnsatfas.net/,2025-04-02,1,manual_import,vjhseaixlw.pqnsatfas.net
https://veqxgygq.pqnsatfas.net/,2025-04-02,1,manual_import,veqxgygq.pqnsatfas.net
https://attnet-106620.weeblysite.com/,2025-04-02,1,manual_import,attnet-106620.weeblysite.com
http://www.zyciegwiazd24tv.com.pl/,2025-04-02,1,manual_import,www.zyciegwiazd24tv.com.pl
http://www.zyciegwiazd24tv.com.pl/checkMail.html?email=,2025-04-02,1,manual_import,www.zyciegwiazd24tv.com.pl
http://igyxfdgf.top/,2025-04-02,1,manual_import,igyxfdgf.top
https://diocamqrrgngdsygaqyiguyeageeaaygweysqmygaq8yiguydqgfea.vercel.app/idsp/10007512780106.html/,2025-04-02,1,manual_import,diocamqrrgngdsygaqyiguyeageeaaygweysqmygaq8yiguydqgfea.vercel.app
https://1211vxx.vercel.app/verset.html/,2025-04-02,1,manual_import,1211vxx.vercel.app
https://1211vxx.vercel.app/intest.html/,2025-04-02,1,manual_import,1211vxx.vercel.app
https://cex-eosin.vercel.app/atd.gkt/,2025-04-02,1,manual_import,cex-eosin.vercel.app
https://www.solanexextension.live/wallets/index.html/,2025-04-02,1,manual_import,www.solanexextension.live
https://1211-52e3.vercel.app/verset.html/,2025-04-02,1,manual_import,1211-52e3.vercel.app
https://wmcopssl.pqnsatfas.net/,2025-04-02,1,manual_import,wmcopssl.pqnsatfas.net
https://archmetrics.org/zzzx./dayo/1559821/YXAuZGVwdEB0cnVseW5vbGVuLmNvbQ==&$%25%25,2025-04-02,1,manual_import,archmetrics.org
https://meta.helpsupportpagelive.eu/,2025-04-02,1,manual_import,meta.helpsupportpagelive.eu
http://atojxipz.pqnsatfas.net/,2025-04-02,1,manual_import,atojxipz.pqnsatfas.net
https://breugeurexewe-1965.vercel.app/matixx.html/,2025-04-02,1,manual_import,breugeurexewe-1965.vercel.app
https://plastisolempaques.com/wp-includes/js/82n1U%22,2025-04-02,1,manual_import,plastisolempaques.com
https://archmetrics.org/zzzx./dayo/2762392/amFrZS5kYXZpc0BtdHNpLmNvbQ==&$%25%25,2025-04-02,1,manual_import,archmetrics.org
http://rtgpgs.pqnsatfas.net/,2025-04-02,1,manual_import,rtgpgs.pqnsatfas.net
https://athira701.github.io/netflix/,2025-04-02,1,manual_import,athira701.github.io
