url,source,timestamp
https://illegalleadsignite.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,OpenPhish,2025_04_12_195603
http://b45059.com/,OpenPhish,2025_04_12_195603
https://flowcode.com/p/eIkmQJYJga?fc=0,OpenPhish,2025_04_12_195603
http://art-tour.net/wp-includes/earemovinThWell/theFGsaidithasfo,OpenPhish,2025_04_12_195603
https://rightsenforcementhubconversionx.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM,OpenPhish,2025_04_12_195603
https://postflagbrandgen.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,OpenPhish,2025_04_12_195603
https://postflagbrandgen.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA.html,OpenPhish,2025_04_12_195603
http://usagemini_-logi.godaddysites.com/,OpenPhish,2025_04_12_195603
https://illegalcontentengagezone.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA.html,OpenPhish,2025_04_12_195603
https://termstrackerdigitalignite.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,OpenPhish,2025_04_12_195603
https://illegalcontentengagezone.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,OpenPhish,2025_04_12_195603
https://contentenforcementtoolbrandvault.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM,OpenPhish,2025_04_12_195603
http://ravibhushan186.github.io/Amazon-Clone/,OpenPhish,2025_04_12_195603
https://kocin-logiin_sites.godaddysites.com/,OpenPhish,2025_04_12_195603
http://98genhm.sbs/,OpenPhish,2025_04_12_195603
https://yah00o.weebly.com/,OpenPhish,2025_04_12_195603
https://yuryueeeue.weebly.com/,OpenPhish,2025_04_12_195603
https://flowto.it/eIkmQJYJga?fc=0,OpenPhish,2025_04_12_195603
http://ak1-1-1-1-1s-ss-s-s-s.sbs/,OpenPhish,2025_04_12_195603
http://pagina.pro/facebook-metabusiness-support-verify-account-pl48,OpenPhish,2025_04_12_195603
https://blockdagnetworksys.pages.dev/,OpenPhish,2025_04_12_195603
http://njrimupmjw.serv00.net/inc/us/us,OpenPhish,2025_04_12_195603
